message_id,source,source_url,date,topic,issue_area,message_type,wording,support_pct,oppose_pct,net_score,preference_effect,effect_scale,sample_size,methodology,population,moe,tags,notes
NAV_20260112_039,Navigator Research,https://navigatorresearch.org/,2026-01-12,foreign_policy,,tested_message,"Trump and Republicans who say Maduro was a brutal dictator and narco terrorist who stole U.S. oil and assets, and that President Trump was right to use U.S. military force to capture him, remove him from power, and hold him accountable",48.0,,,,,1000,online_panel,registered_voters,3.1,navigator;foreign_policy,"From Navigator topline Navigator-January-1-Topline-F01.12.26_extracted.txt, question Q54C. - side 1. Field: 2026-01-12."
NAV_20260112_040,Navigator Research,https://navigatorresearch.org/,2026-01-12,foreign_policy,,tested_message,"Democrats who say Maduro was a brutal dictator, but what Trump did is illegal: the President does not have the authority to use U.S. military force without approval from Congress, and this action violates both U.S. and international law",52.0,,,,,1000,online_panel,registered_voters,3.1,navigator;foreign_policy,"From Navigator topline Navigator-January-1-Topline-F01.12.26_extracted.txt, question Q54C. - side 2. Field: 2026-01-12."
NAV_20260112_041,Navigator Research,https://navigatorresearch.org/,2026-01-12,foreign_policy,,tested_message,"Trump and Republicans who say Maduro was a brutal dictator and narco terrorist who stole U.S. oil and assets, and that President Trump was right to use U.S. military force to capture him, remove him from power, and hold him accountable",47.0,,,,,1000,online_panel,registered_voters,3.1,navigator;foreign_policy,"From Navigator topline Navigator-January-1-Topline-F01.12.26_extracted.txt, question Q54D. - side 1. Field: 2026-01-12."
NAV_20260112_042,Navigator Research,https://navigatorresearch.org/,2026-01-12,foreign_policy,,tested_message,"Democrats who say Maduro was a brutal dictator, but this is really about oil and enriching big corporations and billionaires: Trump wants",53.0,,,,,1000,online_panel,registered_voters,3.1,navigator;foreign_policy,"[Wording reconstructed from PDF topline context - was truncated in extraction] From Navigator topline Navigator-January-1-Topline-F01.12.26_extracted.txt, question Q54D. - side 2. Field: 2026-01-12."
NAV_20260112_043,Navigator Research,https://navigatorresearch.org/,2026-01-12,foreign_policy,,tested_message,"Trump and Republicans who say Maduro was a brutal dictator and narco terrorist who stole U.S. oil and assets, and that President Trump was right to use U.S. military force to capture him, remove him from power, and hold him accountable",48.0,,,,,1000,online_panel,registered_voters,3.1,navigator;foreign_policy,"From Navigator topline Navigator-January-1-Topline-F01.12.26_extracted.txt, question Q55C. - side 1. Field: 2026-01-12."
NAV_20260112_044,Navigator Research,https://navigatorresearch.org/,2026-01-12,foreign_policy,,tested_message,Democrats who say Trump's unilateral decision making makes the U.S. less safe. This attack puts U.S. troops at risk and risks dragging our country into another regime change war that will create more enemies,52.0,,,,,1000,online_panel,registered_voters,3.1,navigator;foreign_policy,"[Wording reconstructed from PDF topline context - was truncated in extraction] From Navigator topline Navigator-January-1-Topline-F01.12.26_extracted.txt, question Q55C. - side 2. Field: 2026-01-12."
NAV_20260112_045,Navigator Research,https://navigatorresearch.org/,2026-01-12,foreign_policy,,tested_message,"Trump and Republicans who say Maduro was a brutal dictator and narco terrorist who stole U.S. oil and assets, and that President Trump was right to use U.S. military force to capture him, remove him from power, and hold him accountable",48.0,,,,,1000,online_panel,registered_voters,3.1,navigator;foreign_policy,"From Navigator topline Navigator-January-1-Topline-F01.12.26_extracted.txt, question Q55D. - side 1. Field: 2026-01-12."
NAV_20260112_046,Navigator Research,https://navigatorresearch.org/,2026-01-12,foreign_policy,,tested_message,"Democrats who say this makes the U.S. look like just another country full of every evil leader in the world. Instead of wasting billions on multiple foreign conflicts across the globe, we should be focusing our time and money on helping Americans here at home",52.0,,,,,1000,online_panel,registered_voters,3.1,navigator;foreign_policy,"[Wording reconstructed from PDF topline context - was truncated in extraction] From Navigator topline Navigator-January-1-Topline-F01.12.26_extracted.txt, question Q55D. - side 2. Field: 2026-01-12."
NAV_20251030_001,Navigator Research,https://navigatorresearch.org/government-shutdown-week-4-message-guidance/,2025-10-30,economy,wasteful_spending,tracking_poll,Oppose $170 million on private jets for Secretary Kristi Noem,,76,,,opposition,1000,online_panel,registered_voters,3.1,navigator;wasteful_spending;noem;jets,"76% oppose (62% strongly). Field: Oct 23-27, 2025."
NAV_20251030_002,Navigator Research,https://navigatorresearch.org/government-shutdown-week-4-message-guidance/,2025-10-30,economy,wasteful_spending,tracking_poll,Oppose White House ballroom project,,70,,,opposition,1000,online_panel,registered_voters,3.1,navigator;wasteful_spending;ballroom,70% oppose (59% strongly).
NAV_20251030_003,Navigator Research,https://navigatorresearch.org/government-shutdown-week-4-message-guidance/,2025-10-30,economy,tax_cuts,tracking_poll,Oppose new tax cuts for billionaires,,72,,,opposition,1000,online_panel,registered_voters,3.1,navigator;tax_cuts;billionaires,72% oppose (59% strongly).
NAV_20251030_004,Navigator Research,https://navigatorresearch.org/government-shutdown-week-4-message-guidance/,2025-10-30,foreign_policy,argentina_bailout,tracking_poll,Oppose bailing out Argentina economy,,76,,,opposition,1000,online_panel,registered_voters,3.1,navigator;argentina;bailout;wasteful_spending,76% oppose (57% strongly). Wedge issue within GOP (66% of Republicans oppose). 38% of independents most concerned.
NAV_20251030_005,Navigator Research,https://navigatorresearch.org/government-shutdown-week-4-message-guidance/,2025-10-30,government,shutdown_frame,tested_message,"We're spending money on those items, while millions of Americans do not receive their paychecks and some will not receive back pay, and thousands will lose their jobs permanently",,,,35,frame_agreement,1000,online_panel,registered_voters,3.1,navigator;shutdown;frame;paychecks,Frame A. 35% agree. Ties wasteful spending to lost paychecks and jobs.
NAV_20251030_006,Navigator Research,https://navigatorresearch.org/government-shutdown-week-4-message-guidance/,2025-10-30,healthcare,shutdown_healthcare,tested_message,"We're spending money on those items, while millions of Americans will lose their health care completely and millions more will see their health care costs double",,,,33,frame_agreement,1000,online_panel,registered_voters,3.1,navigator;shutdown;frame;healthcare,Frame B. 33% agree. Ties wasteful spending to healthcare loss.
NAV_20251030_007,Navigator Research,https://navigatorresearch.org/government-shutdown-week-4-message-guidance/,2025-10-30,government,shutdown_combined,tested_message,"Trump and Republicans are spending money on everything except what benefits American families. In the last few weeks, they have announced the spending of $40 billion on a bailout of Argentina, $170 million on two private jets for Secretary of Homeland Security Kristi Noem, and $300 million to build a White House ballroom. At the same time, they are keeping the government shut down because they refuse to help Americans with rising health care costs, and instead could strip nearly 5 million of their health insurance and double the cost of health insurance for millions more.",,,,,most_effective,1000,online_panel,registered_voters,3.1,navigator;shutdown;combined_message,Most effective combined message tying wasteful spending to shutdown consequences.
NAV_20251030_008,Navigator Research,https://navigatorresearch.org/government-shutdown-week-4-message-guidance/,2025-10-30,government,progressive_message,tested_message,"Trump and Republicans are spending billions on foreign aid and conflicts, including a $40 billion bailout of Argentina... Meanwhile, Trump and Republicans are doing nothing for us at home - keeping the government shut down and pushing to strip health care from millions of Americans...",,,+14,14,net_vs_conservative,1000,online_panel,registered_voters,3.1,navigator;shutdown;progressive;message_test,Progressive message 1. Won net +14 against conservative argument.
NAV_20251030_009,Navigator Research,https://navigatorresearch.org/government-shutdown-week-4-message-guidance/,2025-10-30,healthcare,shutdown_healthcare_costs,tested_message,"Trump and Republicans' budget would more than double health care costs for 22 million Americans. Democrats say health care costs have already been skyrocketing, and so they are doing everything they can to stop health care costs from rising even more...",,,+14,14,net_vs_conservative,1000,online_panel,registered_voters,3.1,navigator;shutdown;healthcare_costs;progressive,Progressive message 2. Won net +14 against conservative argument.
NAV_20251023_001,Navigator Research,https://navigatorresearch.org/government-shutdown-week-3-message-guidance/,2025-10-23,government,shutdown_process,tested_message,"Trump and Republicans in Congress have the power to end the shutdown. Trump and Republicans are in full control of the federal government, including the White House and Congress, and are responsible for getting the government back up and running.",,,+16,16,agreement_margin,1000,online_panel,registered_voters,3.1,navigator;shutdown;process_message,Process message about government control. Net +16 agreement margin.
NAV_20251023_002,Navigator Research,https://navigatorresearch.org/government-shutdown-week-3-message-guidance/,2025-10-23,healthcare,shutdown_impact,tested_message,Trump and Republicans in Congress have the power to end the shutdown. The shutdown would end today if Republicans would agree to a compromise that would prevent health insurance costs from going up for millions of Americans.,,,+26,26,agreement_margin,1000,online_panel,registered_voters,3.1,navigator;shutdown;healthcare;impact_message,Impact message about health care. Net +26 agreement margin (+48 among soft partisans). Recommended message.
NAV_20251023_003,Navigator Research,https://navigatorresearch.org/government-shutdown-week-3-message-guidance/,2025-10-23,healthcare,health_subsidies,tracking_poll,Support extending health care subsidies,73,16,+57,,,1000,online_panel,registered_voters,3.1,navigator;healthcare;subsidies,73% support extending health care subsidies. Broad bipartisan support.
NAV_20250925_001,Navigator Research,https://navigatorresearch.org/maha-message-guidance/,2025-09-25,healthcare,maha,tested_message,"Our health care system is broken, but the answer is not to cut medical research, take away healthy school meal options from kids, or limit vaccines. Instead we should be cracking down on special interest influence in our government and putting science and facts ahead of politics.",,,,,,1000,online_panel,registered_voters,3.1,navigator;healthcare;maha;message_framework,"Recommended message framework targeting MAHA movement. Persuasive across Dems, Inds, non-MAGA Reps, MAHA-curious. Field: Sep 4-8, 2025."
NAV_20250908_015,Navigator Research,https://navigatorresearch.org/,2025-09-08,democracy,,tested_message,"Those who say our system is broken: the process of drawing Congressional maps has gotten way too political and needs to be independent in order to put voters first. In the short term, Democrats have to level the playing field against Republican manipulation in Texas. In the long term, we need to ban gerrymandering, or the rigging of Congressional district lines to benefit one political party or another",59.0,,,,,1000,online_panel,registered_voters,3.1,navigator;democracy,"From Navigator topline Navigator-Topline-F09.08.25_extracted.txt, question Q3C. - side 1. Field: 2025-09-08."
NAV_20250908_016,Navigator Research,https://navigatorresearch.org/,2025-09-08,democracy,,tested_message,Republicans who support Texas lawmakers redrawing their Congressional map to benefit Republicans in Congress,20.0,,,,,1000,online_panel,registered_voters,3.1,navigator;democracy,"From Navigator topline Navigator-Topline-F09.08.25_extracted.txt, question Q3C. - side 2. Field: 2025-09-08."
NAV_20250908_017,Navigator Research,https://navigatorresearch.org/,2025-09-08,democracy,,tested_message,Those who say Democrats need to fight back against the overreaches of Trump and the Republican Party. Democrats have to level the playing field against Republican manipulation in Texas. That means fighting fire with fire when it comes to redrawing Congressional maps,47.0,,,,,1000,online_panel,registered_voters,3.1,navigator;democracy,"From Navigator topline Navigator-Topline-F09.08.25_extracted.txt, question Q3D. - side 1. Field: 2025-09-08."
NAV_20250908_018,Navigator Research,https://navigatorresearch.org/,2025-09-08,democracy,,tested_message,Republicans who support Texas lawmakers redrawing their Congressional map to benefit Republicans in Congress,30.0,,,,,1000,online_panel,registered_voters,3.1,navigator;democracy,"From Navigator topline Navigator-Topline-F09.08.25_extracted.txt, question Q3D. - side 2. Field: 2025-09-08."
NAV_20250908_019,Navigator Research,https://navigatorresearch.org/maha-message-guidance/,2025-09-08,healthcare,,tested_message,"Those who say our health care system is broken, but the answer is not to cut medical research, take away healthy school meal options from kids, or limit vaccines. Instead we should be cracking down on special interest influence in our government and putting science and facts ahead of politics",59.0,,,,,1000,online_panel,registered_voters,3.1,navigator;healthcare,"From Navigator topline Navigator-Topline-F09.08.25_extracted.txt, question Q40A. - side 1. Field: 2025-09-08."
NAV_20250908_020,Navigator Research,https://navigatorresearch.org/maha-message-guidance/,2025-09-08,healthcare,,tested_message,"Republicans who say we need to get the government and corporate special interests out of the business of telling us what we should put in our bodies. Whether it's vaccines, food additives, or toxins in the ground, Americans are better off doing their own research rather than listening to the so called ""experts"" who put their own bottom line first",26.0,,,,,1000,online_panel,registered_voters,3.1,navigator;healthcare,"From Navigator topline Navigator-Topline-F09.08.25_extracted.txt, question Q40A. - side 2. Field: 2025-09-08."
NAV_20250908_021,Navigator Research,https://navigatorresearch.org/maha-message-guidance/,2025-09-08,healthcare,,tested_message,"Those who say our health care system is broken: for too long, corporations have had too much power over our food and health care. But the answer is not to cut medical research, take away healthy school meal options from kids, or limit vaccines. Instead we should be cracking down on special interest influence in our government and putting science and facts ahead of politics",61.0,,,,,1000,online_panel,registered_voters,3.1,navigator;healthcare,"From Navigator topline Navigator-Topline-F09.08.25_extracted.txt, question Q40B. - side 1. Field: 2025-09-08."
NAV_20250908_022,Navigator Research,https://navigatorresearch.org/maha-message-guidance/,2025-09-08,healthcare,,tested_message,"Republicans who say we need to get the government and corporate special interests out of the business of telling us what we should put in our bodies. Whether it's vaccines, food additives, or toxins in the ground, Americans are better off doing their own research rather than listening to the so called ""experts"" who put their own bottom line first",25.0,,,,,1000,online_panel,registered_voters,3.1,navigator;healthcare,"From Navigator topline Navigator-Topline-F09.08.25_extracted.txt, question Q40B. - side 2. Field: 2025-09-08."
NAV_20250908_023,Navigator Research,https://navigatorresearch.org/maha-message-guidance/,2025-09-08,healthcare,,tested_message,"Those who say Republicans are cutting crucial health and wellness programs. They've cut Medicaid, taken away free healthy school meal options from kids, and made massive cuts to lifesaving research into diseases like cancer and Alzheimer's. None of this makes America healthier",49.0,,,,,1000,online_panel,registered_voters,3.1,navigator;healthcare,"From Navigator topline Navigator-Topline-F09.08.25_extracted.txt, question Q41A. - side 1. Field: 2025-09-08."
NAV_20250908_024,Navigator Research,https://navigatorresearch.org/maha-message-guidance/,2025-09-08,healthcare,,tested_message,"Republicans who say we need to get the government and corporate special interests out of the business of telling us what we should put in our bodies. Whether it's vaccines, food additives, or toxins in the ground, Americans are better off doing their own research rather than listening to the so called ""experts"" who put their own bottom line first",34.0,,,,,1000,online_panel,registered_voters,3.1,navigator;healthcare,"From Navigator topline Navigator-Topline-F09.08.25_extracted.txt, question Q41A. - side 2. Field: 2025-09-08."
NAV_20250908_025,Navigator Research,https://navigatorresearch.org/maha-message-guidance/,2025-09-08,healthcare,,tested_message,"Those who say Republicans would let corporate polluters pour toxic chemicals into our water, including forever chemicals like PFAS, which are known to cause diseases like cancer and brain damage. This doesn't make America healthier",41.0,,,,,1000,online_panel,registered_voters,3.1,navigator;healthcare,"From Navigator topline Navigator-Topline-F09.08.25_extracted.txt, question Q41B. - side 1. Field: 2025-09-08."
NAV_20250908_026,Navigator Research,https://navigatorresearch.org/maha-message-guidance/,2025-09-08,healthcare,,tested_message,"Republicans who say we need to get the government and corporate special interests out of the business of telling us what we should put in our bodies. Whether it's vaccines, food additives, or toxins in the ground, Americans are better off doing their own research rather than listening to the so called ""experts"" who put their own bottom line first",38.0,,,,,1000,online_panel,registered_voters,3.1,navigator;healthcare,"From Navigator topline Navigator-Topline-F09.08.25_extracted.txt, question Q41B. - side 2. Field: 2025-09-08."
NAV_20250908_027,Navigator Research,https://navigatorresearch.org/maha-message-guidance/,2025-09-08,healthcare,,tested_message,Those who say Republicans are in the pocket of big corporations: they're taking money from the people who make Americans sick for a profit and doing their bidding by letting big drug companies charge whatever they want and repealing environmental protections,44.0,,,,,1000,online_panel,registered_voters,3.1,navigator;healthcare,"From Navigator topline Navigator-Topline-F09.08.25_extracted.txt, question Q42A. - side 1. Field: 2025-09-08."
NAV_20250908_028,Navigator Research,https://navigatorresearch.org/maha-message-guidance/,2025-09-08,healthcare,,tested_message,"Republicans who say we need to get the government and corporate special interests out of the business of telling us what we should put in our bodies. Whether it's vaccines, food additives, or toxins in the ground, Americans are better off doing their own research rather than listening to the so called ""experts"" who put their own bottom line first",33.0,,,,,1000,online_panel,registered_voters,3.1,navigator;healthcare,"From Navigator topline Navigator-Topline-F09.08.25_extracted.txt, question Q42A. - side 2. Field: 2025-09-08."
NAV_20250908_029,Navigator Research,https://navigatorresearch.org/maha-message-guidance/,2025-09-08,immigration,,tested_message,"Those who say Republicans are weakening trust in science and facts, and making major public health decisions based on advice from internet personalities instead of doctors and scientists. When they spread misinformation about things like measles or vaccines, we all end up less safe",46.0,,,,,1000,online_panel,registered_voters,3.1,navigator;immigration,"From Navigator topline Navigator-Topline-F09.08.25_extracted.txt, question Q42B. - side 1. Field: 2025-09-08."
NAV_20250908_030,Navigator Research,https://navigatorresearch.org/maha-message-guidance/,2025-09-08,immigration,,tested_message,"Republicans who say we need to get the government and corporate special interests out of the business of telling us what we should put in our bodies. Whether it's vaccines, food additives, or toxins in the ground, Americans are better off doing their own research rather than listening to the so called ""experts"" who put their own bottom line first",36.0,,,,,1000,online_panel,registered_voters,3.1,navigator;immigration,"From Navigator topline Navigator-Topline-F09.08.25_extracted.txt, question Q42B. - side 2. Field: 2025-09-08."
NAV_20250908_031,Navigator Research,https://navigatorresearch.org/,2025-09-08,crime,,tested_message,"Those who say Trump is breaking the law by deploying the National Guard, manufacturing fear and social media moments, hurting small businesses, and not making cities any safer",51.0,,,,,1000,online_panel,registered_voters,3.1,navigator;crime,"From Navigator topline Navigator-Topline-F09.08.25_extracted.txt, question Q45C. - side 1. Field: 2025-09-08."
NAV_20250908_032,Navigator Research,https://navigatorresearch.org/,2025-09-08,crime,,tested_message,"Trump and Republicans who say that people don't feel safe, and it's time we took action to change that. The National Guard is helping to restore safety and security to our nation's cities",49.0,,,,,1000,online_panel,registered_voters,3.1,navigator;crime,"From Navigator topline Navigator-Topline-F09.08.25_extracted.txt, question Q45C. - side 2. Field: 2025-09-08."
NAV_20250908_033,Navigator Research,https://navigatorresearch.org/,2025-09-08,foreign_policy,,tested_message,"Those who say our country has a serious problem with crime and safety, but deploying armed troops in our streets isn't the answer. We need to support local law enforcement, keep guns out of criminals' hands, and do more to address the root causes of crime like poverty, drug addiction, and mental illness",64.0,,,,,1000,online_panel,registered_voters,3.1,navigator;foreign_policy,"From Navigator topline Navigator-Topline-F09.08.25_extracted.txt, question Q45D. - side 1. Field: 2025-09-08."
NAV_20250908_034,Navigator Research,https://navigatorresearch.org/,2025-09-08,foreign_policy,,tested_message,"Trump and Republicans who say that people don't feel safe, and it's time we took action to change that. The National Guard is helping to restore safety and security to our nation's cities",36.0,,,,,1000,online_panel,registered_voters,3.1,navigator;foreign_policy,"From Navigator topline Navigator-Topline-F09.08.25_extracted.txt, question Q45D. - side 2. Field: 2025-09-08."
NAV_20250407_001,Navigator Research,https://navigatorresearch.org/,2025-04-07,economy,,tested_message,Congress should take back its power and control over how tariffs are used feel this way strongly,40.0,,,,,1000,online_panel,registered_voters,3.1,navigator;economy,"From Navigator topline Navigator-Topline-F04.07.25_extracted.txt, question TARIFFS3. - side 1. Field: 2025-04-07."
NAV_20250407_002,Navigator Research,https://navigatorresearch.org/,2025-04-07,economy,,tested_message,Congress should take back its power and control over how tariffs are used feel this way somewhat,15.0,,,,,1000,online_panel,registered_voters,3.1,navigator;economy,"From Navigator topline Navigator-Topline-F04.07.25_extracted.txt, question TARIFFS3. - side 2. Field: 2025-04-07."
NAV_20250407_003,Navigator Research,https://navigatorresearch.org/,2025-04-07,immigration,,tested_message,"Those who say we must secure the border, but also provide a pathway to citizenship for immigrants who have been here for many years and pass a background check.",54.0,,,,,1000,online_panel,registered_voters,3.1,navigator;immigration,"From Navigator topline Navigator-Topline-F04.07.25_extracted.txt, question Q32A. - side 1. Field: 2025-04-07."
NAV_20250407_004,Navigator Research,https://navigatorresearch.org/,2025-04-07,immigration,,tested_message,Those who say illegal immigration has been too high for too long and so we must secure our country by significantly increasing border security and deporting violent criminals who do not belong here.,46.0,,,,,1000,online_panel,registered_voters,3.1,navigator;immigration,"From Navigator topline Navigator-Topline-F04.07.25_extracted.txt, question Q32A. - side 2. Field: 2025-04-07."
NAV_20250407_005,Navigator Research,https://navigatorresearch.org/,2025-04-07,immigration,,tested_message,Those who say our immigration system has been broken for far too long. We must fix it by both securing the border and providing a pathway to citizenship for immigrants who have been here for many years and pass a background check.,60.0,,,,,1000,online_panel,registered_voters,3.1,navigator;immigration,"From Navigator topline Navigator-Topline-F04.07.25_extracted.txt, question Q32B. - side 1. Field: 2025-04-07."
NAV_20250407_006,Navigator Research,https://navigatorresearch.org/,2025-04-07,immigration,,tested_message,Those who say illegal immigration has been too high for too long and so we must secure our country by significantly increasing border security and deporting violent criminals who do not belong here.,40.0,,,,,1000,online_panel,registered_voters,3.1,navigator;immigration,"From Navigator topline Navigator-Topline-F04.07.25_extracted.txt, question Q32B. - side 2. Field: 2025-04-07."
NAV_20250407_007,Navigator Research,https://navigatorresearch.org/,2025-04-07,economy,,tested_message,"Those who say we need to make sure the rich and big corporations pay their fair share in taxes, so that we can invest in the middle class and working families who are struggling to get by.",59.0,,,,,1000,online_panel,registered_voters,3.1,navigator;economy,"From Navigator topline Navigator-Topline-F04.07.25_extracted.txt, question Q33A. - side 1. Field: 2025-04-07."
NAV_20250407_008,Navigator Research,https://navigatorresearch.org/,2025-04-07,economy,,tested_message,"Those who say we need fewer regulations and lower taxes, so that businesses can continue to invest and create jobs, and so that American families can more easily afford to get by.",41.0,,,,,1000,online_panel,registered_voters,3.1,navigator;economy,"From Navigator topline Navigator-Topline-F04.07.25_extracted.txt, question Q33A. - side 2. Field: 2025-04-07."
NAV_20250407_009,Navigator Research,https://navigatorresearch.org/,2025-04-07,economy,,tested_message,"Those who say for far too long, our tax system has been rigged in favor of the rich while hurting the middle class. We need to rewrite that system to make sure the rich and big corporations pay their fair share in taxes, so that we can invest in the middle class and working families who are struggling to get by.",68.0,,,,,1000,online_panel,registered_voters,3.1,navigator;economy,"From Navigator topline Navigator-Topline-F04.07.25_extracted.txt, question Q33B. - side 1. Field: 2025-04-07."
NAV_20250407_010,Navigator Research,https://navigatorresearch.org/,2025-04-07,economy,,tested_message,"Those who say we need fewer regulations and lower taxes, so that businesses can continue to invest and create jobs, and so that American families can more easily afford to get by.",32.0,,,,,1000,online_panel,registered_voters,3.1,navigator;economy,"From Navigator topline Navigator-Topline-F04.07.25_extracted.txt, question Q33B. - side 2. Field: 2025-04-07."
NAV_20250407_011,Navigator Research,https://navigatorresearch.org/,2025-04-07,healthcare,,tested_message,"Those who say to lower health care costs, the government should be more involved in providing health care and do more to take on drug and insurance companies that raise prices to pad their profits.",68.0,,,,,1000,online_panel,registered_voters,3.1,navigator;healthcare,"From Navigator topline Navigator-Topline-F04.07.25_extracted.txt, question Q34A. - side 1. Field: 2025-04-07."
NAV_20250407_012,Navigator Research,https://navigatorresearch.org/,2025-04-07,healthcare,,tested_message,"Those who say to lower health care costs, the government should be less involved and get out of the way of private companies that will be better at innovating and avoiding wasteful spending.",32.0,,,,,1000,online_panel,registered_voters,3.1,navigator;healthcare,"From Navigator topline Navigator-Topline-F04.07.25_extracted.txt, question Q34A. - side 2. Field: 2025-04-07."
NAV_20250407_013,Navigator Research,https://navigatorresearch.org/,2025-04-07,healthcare,,tested_message,"Those who say our health care system is broken, with 20 million Americans in medical debt. We need to do more to make health care affordable: the government should be more involved in providing health care and do more to take on drug and insurance companies that raise prices to pad their profits.",77.0,,,,,1000,online_panel,registered_voters,3.1,navigator;healthcare,"From Navigator topline Navigator-Topline-F04.07.25_extracted.txt, question Q34B. - side 1. Field: 2025-04-07."
NAV_20250407_014,Navigator Research,https://navigatorresearch.org/,2025-04-07,healthcare,,tested_message,"Those who say to lower health care costs, the government should be less involved and get out of the way of private companies that will be better at innovating and avoiding wasteful spending.",23.0,,,,,1000,online_panel,registered_voters,3.1,navigator;healthcare,"From Navigator topline Navigator-Topline-F04.07.25_extracted.txt, question Q34B. - side 2. Field: 2025-04-07."
NAV_202503_001,Navigator Research,https://navigatorresearch.org/navigators-guide-to-talking-about-government-cuts/,2025-03-14,messaging_guidance,,qualitative,"There is never a reason to talk about cutting ""spending"" as a negative. Spending is always ON SOMETHING, and you are better off talking about that specific thing.",,,,,,,online_panel,likely_voters,,navigator;general,[GUIDANCE DOCUMENT - Not a tested message with quantitative data] From: Navigator&#8217;s Guide to Talking about Government Cuts
BLP_20260121_004,Blueprint Research,https://blueprint-research.com/polling/trump-economy-1-21/,2026-01-21,economy,egg_prices,negative,"Vance acknowledges (using egg prices) that some Americans are ""still feeling things are unaffordable"" despite progress",,,,27,net_concern,,online_panel,independents,,blueprint;trump;economy;vance;egg_prices;independents,+27 net concern among independents. +1 among Republicans. From Blueprint Trump Economy poll. 10 tested quotes.
BLP_20260121_005,Blueprint Research,https://blueprint-research.com/polling/trump-economy-1-21/,2026-01-21,economy,tariffs,negative,"Bessent defends tariffs: ""access to cheap goods is not the essence of the American Dream""",,,,,net_concern,,online_panel,voters,,blueprint;trump;economy;bessent;tariffs;american_dream,+3 net concern among Republicans. Positive net concern among independents. From Blueprint Trump Economy poll. 10 tested quotes.
BLP_20260121_006,Blueprint Research,https://blueprint-research.com/polling/trump-economy-1-21/,2026-01-21,economy,cost_of_living,positive,"Speaker Johnson: Republicans are ""bullish about ideas to reduce the cost of living"" and promising ""an economic boom"" by early 2026",,,,,net_concern,,online_panel,voters,,blueprint;trump;economy;johnson;cost_of_living;lowest,Lowest intensity of concern among all groups tested. From Blueprint Trump Economy poll. 10 tested quotes.
